北京汉丽轩自助烤肉火锅超市(香港城店),0391-3127177,解放区解放中路香港城四楼
杨铭宇黄焖鸡米饭(团结路店),0370-2228685,梁园区团结路与归德路交叉口西20米路北
和生源火锅,0370-2535888,睢阳区南京路与神火大道交叉口向西500米路北（应天世纪对面）
松枝记(金博大店),13781492856,永城市雪枫路金博大三楼西北角（金博大三楼西大堡礁入口处）
芙蓉小镇,0370-8998222/8998333,睢阳区香君路与归德路交叉口东300米路北
卡贝爷爷的蛋糕甜品店,13598366391/15518744448,睢阳区珠江路未来英伦门面房
鸡脚饭(归德路店),0370-6097856,梁园区归德路与团结路交叉口向北100米路西
秦味面村,13383701035,梁园区平原路与文化路交叉口东南角
雪莉莎(永乐店),0370-5700005,永城市实验中学总校对面永乐花苑门口旁
美佳乐蛋糕(老城一高店),13523173111,永城市老城一高西50米路北
香雪儿蛋糕,15560099937,睢阳区凯旋路与珠江西路交叉口向北160米路西（上海都市花园）
王记锡纸花甲,15037032335,睢阳区香君路与银河路交叉口西北角
胜豪客牛排,0370-4677688,虞城县人民路和胜利路交叉口万鼎广场三楼
李小眼水果捞(万鼎店),18749530525,虞城县城关镇人民路万鼎美食街（万鼎广场美食街好又多南50米路东）
浓情欧克,13221127333/13250871555,民权县人民路火车站广场利优玛特超市一楼
老虎杠子鸡(虞城店),0370-4668885,虞城县大同路与人民路交叉口向东300米
华莱士炸鸡汉堡(师范餐厅),0370-3710999/15617061906,梁园区文化路商丘师范门口对面（商丘师院对面）
德克士(商字店),0370-3673999,睢阳区神火大道与南京路交叉口东北角（近丹尼斯）
名代(平台店),0370-2570013,梁园区木兰大道商丘学院西100米路北
张阿姨奶茶(步行街店),0370-5071059,梁园区神火大道凯四街交叉口向西20米路北
李小眼?水果捞(团结路店),18737008051,梁园区神火大道团结路东200米北
卡贝爷爷,15037053339,梁园区民主路与凯旋路交叉口东南角（中环广场大地影院一楼西入口南10米）
辣尚仙时尚焖锅(雪枫路店),0370-5888966,永城市雪枫路与铁南路交叉口南20米路东（波西米亚对面）
爱丝奇披萨,0370-2655008/15518658465,睢阳区香君路与华夏路交叉口东20米路北（港岛东北角）
雪莉莎(光明店),0370-5179658,永城市光明路永城大酒店对面
华莱士炸鸡汉堡(广场餐厅),0370-2255777/16637010705,梁园区民主路与凯旋路交叉口向西200米路南
老地方生汆丸子(华夏路02店),13937088863,睢阳区北海西路与华夏路交叉口南50米路西（北海社区大门对面）
百味郭豆腐脑(北关店),15539055155,睢阳区凯旋路与香君西路交叉口向西30米路北
红芙蓉蛋糕,18937078018,睢县水口路机关幼儿园向东200米路南
杨铭宇黄焖鸡米饭,0370-2529188/13383708035,睢阳区华夏路与宇航路交叉口南60米路西第二家
雪莉莎(永兴店),0370-5189658,永城市永兴路市直幼儿园路口
润仟祥黄焖鸡米饭,16637099659,夏邑县县府路与昌盛路交叉口东50米路南
麽麽蜜呀(金博大店),15137005605,永城市东城区金博大二楼
百味郭豆腐脑(团结路店),18838780556/17719963731,梁园区团结路与归德路交叉口白云游乐园西侧小吃一条街内（大润发西侧）
佳客来牛排,0370-7516677,柘城县华景路幸福万家南门一楼旁
文和友老长沙大香肠?臭豆腐,15824759500,睢阳区神火大道帝和广场南步行街
小公鸡棉花糖,0370-2557255,睢阳区归德路与宇航路交叉口西北角
重庆小面,15225108600,永城市永兴街与中原路交叉口向东100米路北
沪上阿姨(商丘步行街店),18003702266,梁园区步行街中段与凯四街交叉口（大屏幕西北角）
佳佳基,0370-5155377,永城市永兴街与雪枫路交叉口西50米路北
久麦加炸鸡汉堡(火车站店),15896935716,梁园区神火大道与食品街交叉口西北角
大薯鸡排(永乐路三店),18037085155,宁陵县永乐北路477号（永乐路与建设路交叉口东南角）
重庆鸡公煲,18037030981,梁园区团结西路6号大学生文化广场内西3门面第一家（姐妹鞋铺双星面馆中间）
麽麽蜜呀(袁山路店),15737067501,睢县袁山路袁山市场东门
N多寿司(响河商街店),15837089376,虞城县响河商街与大同路交叉口向南10米路东
五谷帝祖鱼粉(香君路店),15238589030,睢阳区香君路与归德路交叉口西100米路北
龙门花甲(商丘总店),16637033776,梁园区团结西路北侧团结小区
澈思叔叔(新师院店),18037762875,梁园区团结路桂林路交叉口向南30米路西
渝都炸酱面,18530752002,梁园区民主路与平原路交叉口向西150米路南（新师院北门）
大拿小面(龙湖明珠店),18137022988,夏邑县刘永路龙湖明珠东门九州商务宾馆斜对面
鼎兴坊火锅,0370-3079558,民权县庄周大道与中山大道交叉口东200米路南
韩品小厨(新师范店),0370-5836668,梁园区平原路与团结路交叉口东北角，新师范对面
正新鸡排(柘都店),18336767817,柘城县正大旺街与中原大街交叉口东南角（正大旺街中段）
杨铭宇黄焖鸡米饭,0370-5535789,永城市中原南路永城市水利局南行100米
品吧音乐餐厅,0370-3336633,梁园区长江路嘉年华电影院西100米路南（格林豪泰楼下）
疯狂石头餐厅,0370-8109888,睢阳区神火大道与北海路交叉口西北角
茉莉咖啡,0370-7921999,宁陵县法姬娜商业街与汉江路步行街交叉口东南角奥斯卡影城2楼（汉江路步行街南头，第一城底商鸿润养生会所隔壁）
章鱼烧,18530261799,睢县水口路与解放路交叉口西18米路南
名代(老师院店),0370-2570019,梁园区文化路老师院西100米路南
英伦时光面包烘焙坊(尚品国际店),0370-6088571,永城市建设路与百花路交叉口向南50米路东（尚品国际西门南侧）
酷比乐(庄子广场店),0370-8503000,民权县消防北路庄子广场西面百岁鱼火锅向南10米
食全石美,0370-6016266,永城市欧亚路中段金博大四楼
早苗蛋糕房(牌坊街店),0370-5229462,永城市牌坊街与万通步行街交叉口路西
名代,0370-7826399,宁陵县建设路大转盘南50米路东
巴厘岛海鲜自助餐厅,0370-5801858/15090501153,永城市光明路与雪枫路交叉口向东20米路南（神火医院南门对面，282号先帅百货三楼）
爱吃肠粉,17703809898,梁园区金银路与株洲路交叉口北50米路东
黑森林蛋糕(民主路店),0370-2517665,梁园区民主路与新建路口东100米路南
喜虾客?虾火锅(万达店),0370-3017107,睢阳区归德路与北海路交叉口东南角万达广场4楼
意茉披萨(老城店),18539899537,永城市老城牌坊街与万通步行街交叉口向东20米路北
小恩家炒酸奶,0370-2086088/13271106006,梁园区团结路新师范向东200米路南乐铺内
北京聚丰烤鸭,15836837999,民权县庄周大道与治安路交叉口向西50米路北（县畜牧局楼下）
比格大脸(鸡排)光明路店,15993957969,永城市光明路与雪枫路交叉口东南角
洛阳烤鱼,15937006081/15937006082,梁园区团结路桂林路交叉口向东100米路北（欧兰特宾馆楼下）
黑森林蛋糕(胜利路店),0370-2885990,梁园区胜利路与归德路交叉口东50米路北
萨公主披萨屋(大同路店),15836898120,虞城县大同路安奇超市西100米路北
御姐酸辣粉,18236365551,民权县治安路北段东方超市总店北150米路东（真地道北）
顺达雪糕批发,13937033223,永城市雪枫路与欧亚路交叉口向西50米路南院内（金博大商场对面）
严厨老坛酸菜鱼(南京路店),0370-2252888,睢阳区神火大道与南京路交叉口西300米路南（盛世华城楼下）
千椒百味秘制烤鱼(大润发店),0370-2218815,梁园区归德路与团结路交叉口西50米路南白云国际广场负二楼餐饮区（白云国际商业广场）
正阳总店(文化路店),0370-3162222,梁园区文化路与凯旋路交叉口东80米路北
小木屋披萨,15138553566,夏邑县城关镇建设路南段金博大超市对面工商银行南10米
卡莎贝儿创意蛋糕(二店),0370-8089913,睢县中央大街三毛超市南100米路东
有鱼麻辣豆花烤鱼,0370-3366888/18537063979,睢阳区神火大道新城国际东门向北20米
名代蛋糕(永兴店),0370-5178101,永城市永兴路中段和雪枫路交口西100米路北
幸福人家自助小火锅,15937098170/18037097955,梁园区八一路与中州路交叉口东30米
德克士(昌盛路店),0370-6286666,夏邑县昌盛路与县府路交叉口栗客隆超市一楼（县府路西侧）
大脸鸡排(新建路店),15993995700,梁园区新建路与团结路交叉口往北50米路西
重庆锅巴饮年代火锅,0370-6098111,梁园区民主路与天瑞路向北50米路东
迪欧咖啡(虞城店),0370-4462222,虞城县嵩山路响水湾北门（近唐宫ktv）
老汤面疙瘩,18736898287,永城市开源路与芒砀路交叉路口向北5米
早苗蛋糕房(文化路店),13781483609,永城市光明路与文化路交叉口向南200米路西
尚上捞时尚回转自助小火锅,18736755823,梁园区团结西路与桂林路交叉口向东10米路南
喜虾客,0370-7222269,柘城县北湖华景娱乐美食城东100米（北湖游乐场对面）
花拾间野生菌锅物料理,0370-2558080,梁园区八一路与神火大道交叉口东北角
好吖鸭时尚干锅鸭头(金博大店),0370-5888181,永城市欧亚路金博大四楼东南角
延庆观炸鸡(光明路店),18238077404,永城市光明路神火总医院对面
杨铭宇黄焖鸡米饭(大同路店),0370-4678885,虞城县大同路西段路北天马旅行社斜对面
田记干锅鸭干锅鸡香辣虾,15136078168,梁园区团结路桂林路交叉口向东100路北
二胖擀面皮(永城雪枫路店),13592388273,永城市光明路与雪枫路交叉口向南50米路西
十秒到云南过桥米线(金博大店),0370-5236555,永城市欧亚路金博大商场4楼西侧
缇纳甜妮(商字店),0370-2820006,睢阳区南京路商字转盘西北角
佳品楼黄焖鸡米饭,15836878588,永城市永兴街与中原路交叉口向东120米路北
大脸鸡排(北海路店),18137009018/13193401215,睢阳区北海路与华夏路交叉口西南角
五谷帝祖鱼粉(宇航路店),17716337767,睢阳区神火大道与宇航路交叉口西200米路南
萱美特西餐厅(新师院店),0370-2085955/13323706515,梁园区团结西路与桂林路交叉口向西20米路北
意茉披萨,0370-2911719,柘城县中原大街城关中学旁（好又多超市斜对面）
豆花妈妈,13353702071,永城市欧亚路金博大一楼潮流前线斜对面
蜜嘟手感烘焙(原蜜嘟巧克力DIY蛋糕),17719033988/13903702665,梁园区团结路与长征路交叉口西200米路南蜜嘟手感烘焙
漫餐烤鱼,17139098888,永城市建设路与芒砀路交叉口向东100米路南
翻江龙老火锅(步行街店),0370-5082911/13083705555,梁园区神火大道与民主路交叉口向西100米路南
华莱士炸鸡汉堡(归德店),0370-2811777/15225206502,梁园区归德路与长江路交叉口向北200米路西
德克士(天宇店),0370-2315292,梁园区站前路2号天宇商场一楼
黑森林蛋糕(宇航店),0370-2577858,睢阳区宇航路与学院路交叉口向北20米路东
如此甜蜜西饼店(归德路店),0370-3339333,梁园区归德路与团结路交叉口往南300米路东（大润发南门对面）
黑森林蛋糕(凯旋店),0370-2588676,梁园区凯旋路文化路北300米路东顺昌小区门右侧第二间门面（顺昌小区门口）
吃货空间麻辣烫,13837082134,夏邑县孔祖大道589号南金博大南斜对面
美佳乐(文化路店),13513707105/18537073689,永城市光明路与文化路交叉口南150米路西
名代(工学院店),0370-2736666,梁园区睢阳大道与长江路交叉口往东150米路南
杨铭宇黄焖鸡米饭(金银路店),15937049867,梁园区金银路与株洲路交叉口南100米路西
天竹渔村纸包鱼(凯旋路总店),0370-2029000,睢阳区凯旋路与文化路交叉口向南路西（宝乐迪KTV，新华书店）
捉鸭记吮指鸭爪爪干锅,0370-3677797/15037092283,梁园区民主路沃尔玛四楼电梯口旁
厦门炒酸奶,15090558105,梁园区团结路罗宝蛋糕坊对面（绿苑新村大门南5米）
小龙坎老火锅,0370-5067177,梁园区归德路与团结路交叉口南150米
巴锅演义(新师院店),0370-5092998,梁园区团结路长征路交叉口西200米
佳克士(平台店),0370-2025023,梁园区平台经济开发区商丘学院对面西20米路南
沪上阿姨(商丘新师范店),15638634880,梁园区团结西路平原路交叉口向东30米路西（名代蛋糕右边）
刘一锅牛筋火锅(香君路店),0370-2021777,睢阳区神火大道与香君路交叉口西100米路北
雪莉莎(中央店),0370-5127198,永城市新城芒砀路中央名邸西门口南侧商铺
王记肠粉,13837001533,梁园区团结路与绿苑路交叉口向南300米路西（白云游乐园西侧酒吧一条街南段路西）
七若滋手感烘培,0370-5068266,民权县秋水路与治安路交叉口商品大世界路东
自由人奶茶(总店),13781666467,睢县民主路中段，袁山市场西门路北，博雅生活广场斜对面
名代蛋糕(中心大街店),0370-8127999,睢县睢州大道与中心大街向南20米路东（睢县园林绿化队西）
御磨坊肥牛火锅(商丘店),0370-3189318,梁园区南京路与豫苑路交叉口东行200米（商丘一中分校对面）
麽麽蜜呀,17737057595/15518630789,永城市玫瑰街与芙蓉街交叉口东行50米路南（原花花公子）
阳夏江湖大虾,0370-2052521,柘城县湖东路南段华景雅苑东岸春天小区大门向南88米
战友米线馆(总店),0370-4117862,虞城县人民路中段87号（虞城县粮食局南）
