店铺名称,联系电话,详细地址
馨宇商务旅馆,020-39089998,南沙区万顷沙镇新垦繁荣路2号2楼
广州南沙花园酒店,020-32108888,南沙区大角二路1号（滨海公园内）
永乐绿色生态农庄,020-84951686,南沙区万顷沙镇12-13涌
维也纳酒店(广州南沙金洲店),020-39051888/18926180207,南沙区金洲金岭北路101号（近金洲地铁站、万达广场）
南沙湿地公园,020-84951083,南沙区万顷沙镇新垦十八涌
广州海力花园酒店,020-39088222,南沙区南沙经济技术开发区进港大道557号（碧桂园天玺湾旁）
新垦宾馆,020-84523888,南沙区万顷沙镇新垦大道89号
百万葵园,020-84956860/84956360/84956863/84956528,南沙区万顷沙镇新垦15涌
南沙水鸟世界,020-84953198/84953801,南沙区万顷沙镇十七涌至十八涌东段
广州南沙奥园酒店,020-39068888,南沙区珠江东路269号（近珠江东路）
7?公寓,13539999663/13925168327,南沙区万顷沙镇珠江东二路21号
南沙大酒店,020-39308888,南沙区海滨新城商贸大道南二路1号（南沙天后宫旁，地铁四号线南沙客运港站F出口）
广州冠胜农业公园(种业小镇),020-84919488/39133367,南沙区南大道骝岗桥侧种业小镇（种业小镇内）
广州花之恋城堡酒店,020-39919666,南沙区万顷沙镇新垦15涌
友鑫公寓,13352852253,南沙区新垦大道112号
隆晖酒店,020-39059628,南沙区龙穴岛启航中路龙城商业中心（近广船国际，文冲船坞）
南鸿澳斯特酒店,020-36019888,南沙区兴业路1号
馨宇商务旅馆,020-39089998,南沙区万顷沙镇新垦繁荣路2号2楼
南沙永乐拓展基地,020-66630920/13928718519,南沙区万顷沙镇生态大道12-13号（灵新公路东侧）
广州南沙花园酒店,020-32108888,南沙区大角二路1号（滨海公园内）
永乐绿色生态农庄,020-84951686,南沙区万顷沙镇12-13涌
南沙游艇会,020-39078888,南沙区港前大道南5号
南沙天后宫,020-84981223,南沙区天后路88号
永乐绿色生态度假农庄,020-39059883,南沙区万顷沙镇12涌半生态大道
贵族派对量贩KTV,020-31158666/31158188,南沙区进港大道珠电路交界处华汇国际广场四楼（碧桂园对面）
家乐迪量贩式KTV(大岗店),020-84991999/34981923,南沙区大岗镇兴业路阳光城市广场3楼
畅想国度(奥园店),020-39088008,南沙区进港大道奥园中环广场海景城4楼（横店电影城旁）
糖潮量贩KTV,020-29866555/29074863,南沙区环市大道与双山大道交汇处万达广场3楼
畅想国度(大涌店),020-39392298,南沙区环市大道西502号（即金岭南路公车站旁或大涌地铁站旁）
胜龙富氧量贩KTV(大岗兴业路店),020-34980498,南沙区大岗镇兴业路28号2楼（近大岗医院）
家乐迪量贩式KTV(黄阁店),020-31156788,南沙区黄梅路大井城商业大楼3楼
南宫会量贩KTV,020-39053399,南沙区金洲商业街大润发五楼
好声音KTV,020-39395678/39393355,南沙区惠康街83号金洲商业大厦4-5楼
大玩家(南沙万达店),020-39012384/400-601-8001,南沙区环市大道中万达广场三楼（万达影城）
劲派量贩式KTV,020-39910000/34922123,南沙区东涌镇东兴二路74号
极尚沐足,020-39005008,南沙区黄阁镇黄梅路118号(大井城文华广场5楼，极尚沐足)
名城量贩KTV(胜龙纯K量贩KTV),020-84903999,南沙区东涌镇名苑别墅会所内（近名轩酒家）
耳艺采耳文化体验馆(南沙万达店),020-86322381,南沙区环市大道中25号万达金街2楼246铺（农业银行2楼）
金康中医推拿馆,020-28692918,南沙区今洲广场金涛东街11、13号（丽东酒店斜后面）
威格斯泰足道,020-34988788,南沙区大岗镇繁荣路19号（大岗客运站车站旁）
添美汗蒸美容SPA,020-39051551,南沙区富佳南街53号（麦当劳对面）
托玛琳汗蒸,020-84918287,南沙区东兴一路42号（天汇百货后门）
何师傅中医推拿,020-39007945/18102766741,南沙区南沙进港大道碧桂园海帆轩91号（进港大道碧桂园正门《工商银行旁边》）
赵二憨艾草生活馆(云山诗意店),020-34684616/19925873975,南沙区雅颂街3号云山诗意109-110房二楼（南沙中心医院斜对面，赓影大药房二楼）
轩畅美容科技有限公司,020-22633606/18142839943,南沙区万达广场B6栋808
南沙永乐拓展基地,020-66630920/13928718519,南沙区万顷沙镇生态大道12-13号（灵新公路东侧）
星茧视听体验馆,020-39002011,南沙区金沙路23号星河COCOGarden内
芯畅美容养生馆(丰庭花园店),18142839943,南沙区丰庭北街丰庭花园十五栋203室
赵二憨艾草生活馆(天玺湾店),020-84985982/13527799479,南沙区天翰街1号-101铺（碧桂园?天玺湾西门旁赓和堂中医诊所里面）
赵二憨艾草生活馆(星河盛世店),020-39009065/13535184641,南沙区南沙街星盛东街星河盛世1号108、109房（赓影大药房二楼）
古德菲力健身(广州南沙万达店),020-39012482,南沙区双山大道3号万达广场4楼
映乐私人影院,18022362281/18022362368,南沙区环市大道中25号C4-211金街二楼（万达广场六号门直对路口右转扶梯上）
中颐蒸中药健康体验馆,020-31155167,南沙区南沙区金隆路35号保利绿地大都汇7-6栋101
星源健身,020-31158576,南沙区中景三街6号223（奥园中环广场、南沙城）
舒耳坊采耳文化体验馆,18122198644,南沙区富佳北街14号
VanCat梵猫(南沙万达店),020-36989116,南沙区环市大道中万达广场B6公寓2309室（南沙万达）
倍特运动健身中心(南沙旗舰店),020-39092060,南沙区环市大道中路兴业银行北侧万达公寓B5栋17层
技康盲人按摩中心,020-39035660,南沙区金岭北路328号2楼
济世修脚堂,18620723921,南沙区进港大道南沙碧桂园海帆轩3号铺（敏捷君御国际正门大堂对面）
沃诺迪健身俱乐部(东涌店),18028864019,南沙区东涌镇培贤东路晋隆大厦4楼
沃诺迪健身俱乐部(大岗店),18028864019,南沙区大岗镇兴业路达森广场4楼
新星缘桌球城,13620422578/13302282930,南沙区进港路金州裕兴花园6号楼
查令街别墅轰趴馆,18998368353,南沙区丰泽东路106号城投大厦内
查令街轰趴高端店,18998368353,南沙区丰泽东路106号南沙城投大厦
古德菲力健身(星河盛世店),020-39009523,南沙区金沙路星河盛世一楼
老同学?校园派对团建(万达店),18675871846/18588530500,南沙区双山大道万达广场东门
百草养生堂有限公司,18022357295,南沙区黄阁镇凤凰大道12号（万科府前一号南门商铺A8101）
PandaQ音乐桌游吧,18126717131/17620007916,南沙区海滨路万达广场8楼
非常吧,15989148684,南沙区逅海酒吧街海熙大街41号
加U音乐课(万达店),15914346417/18318574186,南沙区海滨路万达广场B1栋公寓2008室（迪卡侬旁边）
聚友派轰趴KTV会议烧烤聚会别墅,15817110151,南沙区南横村奥园别墅莲溪二街59号
彩桐堂,18824118289,南沙区六街五号
大玩家(南沙万达店),020-39012384/400-601-8001,南沙区环市大道中万达广场三楼（万达影城）
极尚沐足,020-39005008,南沙区黄阁镇黄梅路118号(大井城文华广场5楼，极尚沐足)
耳艺采耳文化体验馆(南沙万达店),020-86322381,南沙区环市大道中25号万达金街2楼246铺（农业银行2楼）
金康中医推拿馆,020-28692918,南沙区今洲广场金涛东街11、13号（丽东酒店斜后面）
威格斯泰足道,020-34988788,南沙区大岗镇繁荣路19号（大岗客运站车站旁）
添美汗蒸美容SPA,020-39051551,南沙区富佳南街53号（麦当劳对面）
宝岛眼镜(万达店),020-39012417,南沙区双山大道3号万达广场2037号铺
托玛琳汗蒸,020-84918287,南沙区东兴一路42号（天汇百货后门）
何师傅中医推拿,020-39007945/18102766741,南沙区南沙进港大道碧桂园海帆轩91号（进港大道碧桂园正门《工商银行旁边》）
赵二憨艾草生活馆(云山诗意店),020-34684616/19925873975,南沙区雅颂街3号云山诗意109-110房二楼（南沙中心医院斜对面，赓影大药房二楼）
轩畅美容科技有限公司,020-22633606/18142839943,南沙区万达广场B6栋808
先花店(南沙区分店),15914391585/18024079867,南沙区双山大道19号
孩子王-南沙店,020-81068603,南沙区南沙街道万达广场内
南沙永乐拓展基地,020-66630920/13928718519,南沙区万顷沙镇生态大道12-13号（灵新公路东侧）
健业口腔医院,020-39072170,南沙区进港大道80号敏捷君御国际二楼（南沙老碧桂园旁）
德隆齿科(南沙店),020-39004245/39004674,南沙区双山大道中大城商铺4-106（金洲地铁站A出口旁）
星茧视听体验馆,020-39002011,南沙区金沙路23号星河COCOGarden内
魅力辣妈产后恢复(南沙店),17665446468/18613121931,南沙区双山大道9号万达广场B2栋公寓19楼1919室
芯畅美容养生馆(丰庭花园店),18142839943,南沙区丰庭北街丰庭花园十五栋203室
赵二憨艾草生活馆(天玺湾店),020-84985982/13527799479,南沙区天翰街1号-101铺（碧桂园?天玺湾西门旁赓和堂中医诊所里面）
赵二憨艾草生活馆(星河盛世店),020-39009065/13535184641,南沙区南沙街星盛东街星河盛世1号108、109房（赓影大药房二楼）
映乐私人影院,18022362281/18022362368,南沙区环市大道中25号C4-211金街二楼（万达广场六号门直对路口右转扶梯上）
爱恋鲜花(春暖花阁花店),13682290849,南沙区兴旺街8号附近
中颐蒸中药健康体验馆,020-31155167,南沙区南沙区金隆路35号保利绿地大都汇7-6栋101
延生动物医院,17728098372,南沙区南沙区凤凰大道60-2号延生动物医院（中国建设银行，龙光棕榈水岸）
福懋动物医院(南沙分院),020-39006081,南沙区御苑街1号102房、103房（南沙公安局对面）
家禾福顺家政公司,020-39006635/18124264028,南沙区进港大道今洲广场旁金涛西街38号（蓝谷厨房后面）
舒耳坊采耳文化体验馆,18122198644,南沙区富佳北街14号
金莎口腔连锁(南沙店),020-39390961/13760618266,南沙区进港大道60号坤豪大厦2楼（金州农业银行旁）
VanCat梵猫(南沙万达店),020-36989116,南沙区环市大道中万达广场B6公寓2309室（南沙万达）
诚飞口腔,020-31158858,南沙区金隆路保利大都汇9-2栋（时代云图斜对面）
喻米摄影馆(南沙店),13609094790/15815896841,南沙区环市大道中28号万达广场公寓B6栋811房
孩子王童乐园(广州南沙万达店),020-39012970,南沙区新区环市大道与双山大道交汇处万达广场孩子王内
安?汽车维修美容店,13719323985/13535121867,南沙区大岗镇兴业路怡乐园北十街9-10号
技康盲人按摩中心,020-39035660,南沙区金岭北路328号2楼
济世修脚堂,18620723921,南沙区进港大道南沙碧桂园海帆轩3号铺（敏捷君御国际正门大堂对面）
耐芙动物医院(南沙中心店),020-22633640/18028679318,南沙区海滨路183号万达广场（近蕉门河，近蕉门公园）
玺佑月子中心(南沙万达店),18807655208,南沙区海滨路南沙万达广场B3栋17.20楼（近南沙中心医院，金洲地铁站）
贝特猫鲜花店(裕华街店),400-655-7522,南沙区裕华街62号
贝特猫鲜花店(大岗镇店),400-655-7522,南沙区大岗镇繁荣路8号
艺人发馆,020-39002747,南沙区南双山大道29号中大城底下停车场旁（万达广场）
查令街别墅轰趴馆,18998368353,南沙区丰泽东路106号城投大厦内
查令街轰趴高端店,18998368353,南沙区丰泽东路106号南沙城投大厦
老同学?校园派对团建(万达店),18675871846/18588530500,南沙区双山大道万达广场东门
爱之裳鲜花(花忆谷花店),18820008934,南沙区南沙区黄阁镇麒龙东路82号
龙格亲子游泳俱乐部,020-39099676/400-030-3096-04805,南沙区南沙区金隆路35号翡翠公馆4-101（香江国际科创中心）
贝特猫鲜花店(珠江东二路店),4006557522,南沙区珠江东二路16号
百草养生堂有限公司,18022357295,南沙区黄阁镇凤凰大道12号（万科府前一号南门商铺A8101）
千里香(花语轩花坊),400-050-8978,南沙区板头市场
好妈母乳喂养支持中心,15013120131,南沙区南沙万达广场B5栋20楼2019室（靠近南沙中心医院   地铁四号线金洲站   万达广场1号门）
PandaQ音乐桌游吧,18126717131/17620007916,南沙区海滨路万达广场8楼
豪汽之家,18028842997,南沙区兴发二街141号
花憩(双山店),18024079867,南沙区中大城双山大道15号
博奥汽车一站式维修美容会所,18924188067,南沙区111省道镇南路四街8号之1自编A59号（锦煌五金店隔壁）
雅视达眼镜,020-84985568/28670763,南沙区南沙街江南路94号雅视达眼镜
大洋图文数码快印(南沙港航店),020-84687884/18102633459,南沙区进港大道港航华庭一街1号111号商铺
梦车房汽车养护体验旗舰店(汽车养护体验旗舰店),020-84996448/15920831313,南沙区高沙路与928乡道交叉口西北200米
非常吧,15989148684,南沙区逅海酒吧街海熙大街41号
加U音乐课(万达店),15914346417/18318574186,南沙区海滨路万达广场B1栋公寓2008室（迪卡侬旁边）
聚友派轰趴KTV会议烧烤聚会别墅,15817110151,南沙区南横村奥园别墅莲溪二街59号
彩桐堂,18824118289,南沙区六街五号
花尚鲜花(培贤东路店),400-678-7253,南沙区东涌镇培贤东路2号
国牧动物诊所,020-39006396,南沙区进港大道31-16号
ucc国际洗衣(奥园中环广场店),18122729932,南沙区中景三街l-149号
有宠宠物(滨海御城店),13580406383,南沙区海祥大街38号滨海御城110铺（地铁站A出口东南行300米）
风云汽配汽修服务中心,020-84947803/18928714908,南沙区珠江街珠江西一路146号（金田装饰工程部对面）
花之爱鲜花,13380816443,南沙区进港大道金岭路南（沙金洲农业银行旁）
鼎湖山泉(南沙店),020-89114757/18929574099,南沙区南沙街进港路皇家花园银川街29号铺
怡宝(长江水店),13725159010,南沙区太石村朗晴工业园2号铺
电脑之家,13005152298,南沙区豪岗大道7号
金宝贝早教(南沙万达中心),400-176-8034,南沙区双山大道三号南沙万达广场主-1F-2号
绿韵花艺鲜花店(金隆路店),400-870-0900,南沙区金隆路中海联南沙国贸中心首层
九州锁业(南沙分店),13802960674,南沙区富佳街51号商铺
花里花店,17818583337,南沙区金隆路南沙国贸中心首层314号（近保利大都汇）
成名在汪宠物生活馆,18102680340,南沙区双山大道
鹏彬锁业,020-39393934/13544443858,南沙区环市大道滨海半岛121号
春时?花设,15920566121/15113871985,南沙区碧桂园豪庭 豪晴六街11号105铺（万达广场）
新派鲜花定制(南沙店),13728085301,南沙区双山大道3号万达广场金街
鼎卉鲜花(广州芯海鲜花),15914391585,南沙区双山大道15号中大城
