店铺名称,联系电话,详细地址
苏梅健身?懒人运动中心(恒大华府店),15612178889,桥西区槐安路与维明大街交口南行200米路西3号商业楼一号门4楼402A室（恒大华府3号商业楼4楼）
大熊台球,17736900606,桥西区石家庄桥西区槐安东路69-3号（康美健身负一层）
疯狂企鹅时尚健身,0311-80682398,裕华区万达广场A座步行街南端
PARTNER智慧健身,0311-88135888,裕华区石家庄裕华区槐安东路153号永辉超市三楼
遇健健身会所,18330116691,裕华区槐安路谈固西街鑫科国际广场3号门二楼
?拾?健身私教工作室(中基店),15830673697/18330116691,长安区栗中路与平安北大街交口
Hi健身生活馆,15131116033/13833132170,裕华区裕东街道槐安路与谈固大街交叉口西美?五洲SOHO
铸美健身工作室,0311-66566402/13091034520,裕华区槐安路与育才街交口怀特装饰城三楼3009
小白鲨健身工作室,13722456158/18503213997,桥西区华润万象城A座1308室
起跑线健身工作室(城市中坚店),15200013154,桥西区中山路于大经街交口西南角城市中坚6楼（乐汇城  中山公馆）
恒健身工作室,0311-66030434/18031933458,裕华区翟营大街槐安路交口南行100米路西鸿?商务广场406
优选健身工作室(卓达明郡店),13315168395/18611342791,长安区跃进路与翟营大街交叉口东行300米路北卓达明郡小区东区大门北测
up健身工作室(国际城店),13106525391,裕华区谈固东街与槐中路交口西行100米路南（科普楼6楼）
盛龙国际卡丁车俱乐部,0311-88755772/13832188559,长安区胜利北大街与太平河南岸交口东行500米（石太驾校内）
启原力量原力健身私教工作室,13331363355,长安区和平东路7号荣景园3-101-102
佰人健身工作室,15131127232,正定县常山路16号（常山西路与建安街交叉口东南50米）
君康台球,13081049999,长安区和平东路建华大街交口东行100米路南
炼趣私人健身会所,18032498555,新华区石清路友谊大街东行200米成功商务办公楼
东禾健身工作室,13832186761,长安区育才街与谈南路交口东行50米路南碧景园12号楼1单元2201室
约球吧,0311-84608147/18931160370,近郊常山路157号
美天?轻健身,0311-88338800,裕华区金马路谈固东街156号
育才跆拳道教育中心,13832385009,晋州市魏征街50号
新天地少儿足球培训,15227888507,新华区泰华街和滨华路交口南行50米
追玖台球俱乐部(桥东店),15531180815,新乐市中心城区桥东水泥厂路口桥东建行西邻（红景娱乐城好时光点）
石家庄植物园,0311-83631094,新华区植物园街60号
轻住?瑶星商务酒店,0311-85338788,桥西区中华南大街473号（中华大街与槐安路交叉口南300米路东，距石家庄新火车站1公里）
石家庄海悦天地海洋公园,0311-66855506,桥西区裕华西路66号海悦天地负一层
荣国府,0311-88786107,正定县兴荣路51号（石家庄北侧）
窦王岭游乐场,15932676431/13722456431,近郊吴家窑乡衡井线窦王岭
驿家365连锁酒店(石家庄中山西路万象城地铁站店),0311-87870365,桥西区中山西路88号（新百广场地铁口斜对面，中山西路与中华大街交叉口东200米路南）
驿家365连锁酒店(合作路店),0311-85332222,新华区合作路113-18号（友谊大街与合作路交叉口东50米路北，十三所旁）
石家庄动物园,0311-83932000/83932005,动物园向阳南大街与观景大街交叉口西南角
石家庄碧涛阁温泉SPA酒店,0311-68056604/68056632,长安区中山东路39号勒泰中心（近栗康街）
派酒店(石家庄海悦天地店),0311-89167998/85274998,桥西区维明南大街与裕华西路交汇处南50米路东（紧邻海悦天地、河北省中西医儿童医院）
花园酒店,0311-85863168,新华区康乐街4号（新华路与康乐街交叉口西南角，新华路儿童活动中心南侧）
国御温泉度假小镇,0311-88926188/88926199/88109988/88926666/88926333,藁城区藁新路6号
驿家365连锁酒店(天山大街店),0311-67790365,开发区天山大街199号
地球科学博物馆,0311-87208056/80955566,裕华区槐安东路136号河北地质大学内
??水生态风景区,0311-87036225,近郊北冶乡??水村
京华连锁酒店(裕华路建设大街店),0311-87666158,桥西区裕华东路66号（河北大戏院西侧）
轻住?青木商务酒店(开发区天山海世界东站店),0311-68078199/13315959287,裕华区天山大街与黄河大道交汇南100米路西（天山海世界北200米，近河北省四院东院）
锦江之星(石家庄联盟路店),0311-68002998,新华区联盟路1号
驿家365连锁酒店(建华南大街店),0311-85880365,裕华区建华南大街184号（建华南大街与东岗路交叉口北50米）
辛玛王国主题游乐园,0311-67367176,动物园向阳南大街石家庄市动物园北门（近石家庄市动物园北门）
鸿雅精品酒店,0311-66030888/66030999,桥西区中华南大街210号（中华南大街与工农路交口南行100米路西启程大厦内，距离地铁3号线槐安桥站c口50米）
萌宠奇缘,0311-69112299,新华区中华北大街226号荣鼎Zoommall 二层
驿家365连锁酒店(天山北大街店),0311-85961365,裕华区天山大街66号（黄河大道与天山大街交叉口北300米路西）
轻住?啡森艺术酒店(桥西店),0311-83755558/15373416263,桥西区友谊大街168号（友谊大街与新石中路交口北行120米阳光渔港三楼）
天山海世界,0311-85389244,裕华区天山大街116号
有家客栈(泰华店),0311-85866879/85862797,新华区泰华街57号（省优抚医院对面）
怡住快捷酒店(鹿泉动物园店),0311-69122288,鹿泉区中心城区龙泉路20号（距动物园300米，近理工学院）
锦江之星(石家庄开发区店),0311-68058666,裕华区珠峰大街81号（黄河大道与珠峰大街交口南100米路东）
客莱家悦快捷酒店(260店),0311-80901118,长安区胜利北大街289号（胸科医院斜对过）
7天阳光酒店(石家庄鹿泉动物园店),0311-82018777,近郊海山南大街与龙泉路交汇处东南角（307国道交警大队东100米）
驿家365连锁酒店(新百广场市府西院店),0311-87813365,新华区中华北大街与兴凯路交口西200米路北（近地铁三号线二中站，市府西院西50米）
77号客栈,0311-68050777,桥西区槐安路与红旗大街交叉口西50米路北
石家庄植物园好时光欢乐城,0311-82298005,新华区植物园街60号石家庄植物园北部
芒果快捷酒店,0311-88790058,正定县燕赵北大街158号（近燕赵医院）
庄庭商务酒店(原水一方酒店),0311-89107666/89107333,长安区胜利北大街293号益庄北国北行100米路西（260医院北行500米胸科医院对面）
速8酒店(石家庄中华南大街启程店),0311-82625888,桥西区中华南大街210号（中华南大街与工农路交口南100米路西启程大厦内，距离地铁3号线槐安桥站c口50米）
神洲大酒店,0311-86923000,桥西区中山西路499号
中安之家宾馆,0311-68005577/68005578,桥西区康乐街与华西路交汇处西南角
驿家365连锁酒店(新华西路颐园店),0311-87770365,新华区新华西路355号（维明街与新华路交叉口西100米路北，颐园宾馆后院西北角）
精正商务酒店,0311-66531111,裕华区南二环东路与建设南大街交汇西100米路北
国御温泉度假小镇,0311-88926666/88926199/88926188,藁城区藁新路6号（307国道旁）
五岳寨国家森林公园,0311-82525722/82600258,近郊南营乡草房村正南路
白鹿温泉,0311-82800888,近郊温塘镇白鹿温泉景区
文艺范主题酒店,0311-89280520/13473998854,正定县燕赵大街与恒山路交叉口南行80米路西（海澜之家对过）
莫泰酒店(石家庄北二环中华大街店),0311-68001111,新华区中华北大街298号颐宏大厦B座17?23层
速8酒店(平山福美佳店),0311-82867888/13363899171,平山县中心城区平山镇冶河东路福美佳购物广场商务楼
石家庄动物园海洋馆,0311-66886006/83932058,动物园向阳南大街石家庄市动物园
莫舍快捷酒店,0311-80693059,桥西区水产西街21号（中山西路与水产西街交口北行约200米）
法米动物乐园,400-050-5011/15532960223,长安区建设北大街38号蜂巢购物中心7F
驿家365连锁酒店(平山店),0311-85151365/13131967138,平山县中心城区柏坡东路200号（喜利来旁，地税局斜对面）
易居连锁酒店(省人民医院北站店)(原交通快捷酒店),0311-80742290,新华区宁安路192号（中华北大街与宁安路交叉口西500米路南）
梵高星空艺术馆(万达旗舰店),18533335562,裕华区建华南大街东明国际广场负一层（万达广场正东）
水一方休闲洗浴,0311-89107333/89107666,长安区胜利北大街293号
雅客e家精品酒店(正定常山路店),0311-83501688,正定县常山西路44号（县医院西100米路南）
驿家365连锁酒店(燕赵北大街店),0311-85954365,正定县燕赵北大街与华安西路交汇处北500米路西（盛世华安东门旁）
抱犊寨风景区,0311-82011882,近郊太平河北路与观景大街交叉口
白鹿温泉加勒比水上乐园,0311-82800937,近郊温塘镇白鹿温泉景区内（近西柏坡）
芒果精品公寓,15612153411,裕华区建华大街与东岗路交汇处西200米天海誉天下小区C区
居家快捷酒店,0311-85310606/17732801600,开发区高新区学苑路与天山大街交叉口西行150米路南
漫山花溪谷景区,0311-82601111/82602222,近郊五岳寨漫山旅游休闲度假区
水晶精品公寓(新火车站店),15076132528,桥西区京广西街与新石中路交口东南角水晶郦城4号楼2单元301（新火车站西广场）
意达快捷酒店,0311-87331588,桥西区友谊北大街59号（十九中北侧步行50米）
红崖谷景区,0311-82810888,近郊温塘镇板山村
百纳商务酒店,0311-86271087,桥西区中山西路与中华大街交叉口西行200米路南（紧邻新百广场、市中医院）
河北省正定县科技馆,0311-88786319,正定县兴荣路65号
177主题酒店(空中花园河北人家店),0311-85699068,裕华区翟营南大街389号河北人家5楼（北国超市益东购物对面）
优创精品酒店,0311-88288877,正定县恒山路与恒州街交汇处电视台斜对面
好宜家公寓酒店,15633598770/13315966629,裕华区建华南大街与东岗路交口西100米路南天海誉天下小区（农业银行对面）
联创驿家主题酒店,19930559431,正定县燕赵北大街90号
赵州桥景区,0311-87291016/84902618,近郊县城南2公里（大石桥村附近）
艾尚520主题酒店(平山标北街店),0311-82913520,平山县中心城区县标北街1号（转盘北50米，皇明太阳能旁）
龙山蜡像馆景区,0311-83898586,近郊宜安镇东鲍庄村
柏坡温泉,0311-87197886,近郊温塘镇总工会温塘工人疗养院
尚客优快捷酒店(石家庄平山中山西路店),0311-82916168,平山县中心城区中山西路供销大厦5层
柏坡商务酒店,0311-82885005,平山县中心城区县标东南100米365生活超市对过（平山县县标东南100米）
西苑温泉度假村,0311-82813166/82813168,近郊温塘镇（温塘口直行500米路北）80715555
联邦空中花园,0311-80979666,裕华区翟营南大街与塔北路交叉口西侧
隆轩商务酒店,0311-82202999/82202444/13473980555,近郊大河镇贾村大河物流园东行500米路南
河北黄金寨原生态旅游风景区,0311-82899888/82898880,近郊王坡乡曹土沟村土沟路16号
乾泰酒店,0311-66105599,桥西区三简路与建东街交口西南角
赵云庙,0311-88786670,正定县兴荣东路77号
朗云酒店(平山汽车站县标店),0311-89115288/89115388/18330153309,平山县中心城区中山东路与红旗南大街交口东南角（原荷花宾馆）
万豪大厦好万家公寓,13331364791,桥西区中华南大街万豪大厦A座2305室（近万象天成）
浅山快捷酒店,0311-80697077,新华区和平西路73号（近爱心老年公寓、河北经管学校）
尚客优快捷酒店(高邑火车站店),0311-84029296/18132042117,凤中路电影院东50米路南
白鹿温泉酒店,0311-82800937/82800681,近郊温塘镇鹿台村白鹿温泉景区内
以岭健康城,0311-66703000,开发区珠江大道珠峰大街交口东南角
?枫酒店(石家庄鹿泉北国商城店),0311-82280888,近郊北斗西路69号
石家庄失恋博物馆(北国商城旗舰店),17633227324,桥西区中山东路188号北国商城3楼
东方巨龟苑景区,0311-82900815/89113166/80698988/13931162430,近郊城南6公里平山镇东冶村
驼梁山风景区,0311-82499336,近郊西北部前大地村
苍岩山风景名胜区,0311-82324104,近郊苍岩山镇寺沟村
有家精品公寓,15231107066,桥西区中华南大街与工农路交口万豪大厦A905（海悦天地，十一中）
石家庄植物园冰雕大世界,0311-89171880/18603310723,新华区植物园内西北角
东创商务酒店,0311-83113888,开发区祁连街东创商务广场1层
咖漫主题酒店(世纪公园邮电学院店),18503296688,裕华区体育大街与东岗路交叉口东南角世纪华茂A座8楼（近邮电学院、医科大学）
澳森温泉,0311-83369116,辛集市教育路与澳森大街交叉口北200米路西
茂森商务酒店,13730109391,开发区闽江道69号东创商务广场A座（闽江道与祁连街岔口西北角）
隆兴寺,0311-88789987/88786560,正定县中山东路109号（近野城、正定东门）
爱情公寓(万豪大厦店),15100156557,桥西区中华南大街与工农路交叉口西南角万豪大厦2004室
西西里失恋博物展(石家庄首站),14730359599,裕华区万达广场2楼西西里小镇018号铺
