企业名称,法定代表人,联系电话,企业地址
河南潢川农村商业银行股份有限公司车站分理处,余晶,0376-3935250,潢川县城关环城西路
淮滨县刘涛生猪养殖专业合作社,刘涛,13782955569,淮滨县防胡镇魏庄村
新县祥胜田间作业农业机械服务农民专业合作社,王家祥,15839774868,河南省信阳市新县吴陈河镇王洼村小王洼组168号
罗山县诚宽五金建材有限公司,祁永宽,13569780858,罗山县城关镇赵园村赵园市场北侧
息县彦军种植专业合作社,高彦军,15637654704,息县小茴店镇易庄村
固始凌志电梯有限公司,郑昌福,13598587537,河南省固始县蓼城大道与固商路交叉口
固始县安定种植专业合作社,胡士发,13782918993,固始县黎集插花村
信阳市天惠新能源科技开发有限公司,管荣明,18790158656,平桥区世纪花园13栋408室
信阳奕迅汽车销售有限公司,陈刚,18567502377,商城县黄柏山路
信阳市平桥区春盛种植专业合作社,孔凡春,15937685986,信阳市平桥区甘岸镇孔庄村
信阳市碧水保洁服务有限公司,汪春喜,15837628066,信阳市浉河区湖东管理区三里店社区11组
信阳众惠信息技术有限公司,王海滨,19937305079,信阳市民权路万家灯火城市广场第7#B栋12层第15、16号房屋
淮滨县惠民早餐车有限公司,刘耀霞,15188569888,淮滨县桂花路东侧
潢川县程乾商贸有限公司,程树强,19903766539,河南省信阳市潢川县春申路85栋6号商铺(至尊肥牛酒店往里50米)
光山县大诚汽车装饰有限公司,陈兵,0376-8598028,光山县紫水办事处大广高速连接线南侧紫水学校7#楼三楼东
河南豫品通达商贸有限公司,陈安龙,13462025863,河南省固始县蓼北路西段国宾大酒店对面
信阳市宏业房地产中介有限公司,万龙,18003762910,信阳市羊山新区新三路中冶尚园小区A区1号楼108号商铺
商城县晨瑜辉电子商务有限公司,李守辉,13137371271,河南省信阳市商城县土地庙小区29号
信阳飞翔医药有限公司,任玉刚,17187030666,息县天丰路与息州大道交叉口。
光山入画电子商务有限公司,吴辉,18637663012,光山县城紫弦小区4号楼2单元601室
光山县致维电子商务有限公司,赵天顺,13663975966,光山县官渡河产业集聚区三环路与工业大道交汇处
信阳亚联贸易有限责任公司,陈健,18737685555,信阳市浉河区胜利路303号
罗山县信叶水产养殖农民专业合作社,李虎,15565579001,罗山县潘新镇祁家村
河南省茗承四方食品有限公司,陈书明,18737622394,信阳市浉河区工区路满天星幼儿园旁
新县创诚网络科技有限公司,喻翠,13403970808,新县新集镇叶林大道鸿申花园B栋1单元201
固始县浩元商贸有限公司,陈国富,15939758008,河南省固始县祖师庙镇街道
漯河市大参林医药有限公司信阳贸易广场店,卢霞,0376-3301187,河南省信阳市浉河区湖东花园3号楼临五星路9号
固始德鑫商贸有限公司,汪庆军,13569726933,河南省固始县工业园区
信阳市浉河区创想电脑有限公司,杜龙,13782946668,信阳市浉河区解放东路成功花园6号楼2单元704号
潢川县诚信大药房有限公司体育中心店,戚永昌,0376-6119967,潢川县航空南道计生委北侧
潢川县神话上网服务有限公司,宋乃峰,17737655827,潢川县双柳树镇四通商贸城
信阳市天成物流有限公司,郭新民,13949360349,信阳市明港镇龚庄村新民路471号
信阳优扬文化传播有限公司,张素芳,13526000900,信阳市浉河区胜利南路145号
信阳立功农业机械有限公司,车立功,13939714019,信阳市平桥区明港镇农工街
汇婚淮滨县鹊桥,肖鹏,0376-7758520,淮滨县城关公安街
潢川县宏鸣中介服务有限公司,曾鸣,13839796000,潢川经济开发区弋阳路检测线大门东侧
新县兴原竹木工艺制品有限公司,罗四清,13526061948,新县千斤敬老院
信阳精品装饰工程有限公司,赵建才,13939725139,浉河区金牛山管理区十里河村三组
信阳好莱坞网吧服务有限公司商城直营二店,邵贵贤,13526042694,商城县汪桥镇钟铺街
息县中强商贸有限公司,周强,15937669192,息县城关镇北五一村范庄。
固始顺顺轿车租赁有限公司,付剑,13608473386,河南省固始县中山大街与蓼城大道交叉口
信阳市浉河区鑫磊页岩制品有限公司,夏莉,13837695858,浉河区十三里桥乡十三里桥村
河南合众五金建材商贸有限公司,张俊鑫,13507600952,河南省固始县中原路南段唐巢酒店
罗山县宜凡家具销售有限公司,凡建涛,18348465900,河南省信阳市罗山县新区世纪花园大门东侧地下室
光山县中升物业服务有限公司,李玉霞,15139793772,光山县官渡河产业集聚区金色水岸二期小区内
信阳市顺鑫家政服务有限公司,李晓涵,0376-6556668,信阳市浉河区东方红大道260号凤凰新世界金龙大厦2层223号、1层123号
淮滨县中裕商贸有限公司,王振武,13513762495,淮滨县邓湾乡赵店村
固始县雅洁环卫有限责任公司,李绪明,13937638316,固始县迎宾路
淮滨县盛弘商贸有限公司,赵德威,13569719789,淮滨县城关任堰村(宣计站对面)
罗山县双赢物业服务有限公司,方霞,13033725931,罗山县城关镇北街环城西路23组
固始县安然居装饰工程有限公司,徐梅守,15637647270,河南省固始县凤凰大道与光明路交汇处向西20米路南
固始龙祥广告有限责任公司,冯铁龙,17337646789,固始县迎宾路39号
罗山县富华养殖有限公司,陈新曾,15837613555,罗山县竹竿镇大塘村何湾组
信阳安博建筑工程有限公司,曹志刚,13503767230,信阳市平桥区五里民营工业园
息县博达生态食用菌专业合作社,王海军,13193882321,息县龙湖办事处新铺社区。
息县明德畜牧养殖专业合作社,刘从彦,13839776523,息县项店镇黄围孜村
浩花潢川县锐,王忠辉,13569720016,潢川县卜塔集镇卜集村
潢川县杨新军养殖专业合作社,杨新军,15039774675,潢川县黄寺岗镇官渡村杨老营村民组
商城县丰望粮油种植专业合作社,胡扬国,13723103768,商城县双铺镇蔡店村
安邦人寿保险股份有限公司信阳中心支公司,梁峰,0376-6568053,河南省信阳市浉河区八一路152号金桂园1号写字楼5层505号、5层506号
光山县鼎华建筑装饰材料有限公司,刘俊林,15978582183,光山县城弦山北路(鸿志砖瓦厂院内)
商城县双桥粮食生产专业合作社,蔡崇福,13839763756,商城县汪桥镇双桥村
潢川县丰盛种植养殖专业合作社,李新建,13033772895,潢川县谈店乡刘营村
信阳市浉河区十三里桥乡黄湾资金互助专业合作社,张卫民,15544053333,信阳市浉河区十三里桥乡黄湾村八家畈街
息县科兴有机农业专业合作社,孔卫保,15978503378,息县东岳镇乌庙村
商城县庆如粮油种植专业合作社,夏庆如,13253389958,商城县汪桥镇曹畈村
河南光山农村商业银行股份有限公司南向店支行,陶磊,0376-8950685,光山县南向店街道
息县玉兴农资服务专业合作社,付克玉,15236766538,息县八里岔乡双楼新村
光山县富饶农业专业合作社,饶本凤,13462007285,河南省光山县十里镇王岗村张小湾
固始亿木亿林木业有限公司,刘兆时,13383977387,固始县三河尖乡望岗村
信阳市浉河区白马山村世民茶叶专业合作社,李世明,0376-3632315,白马山村李世明大院内
河南潢川农村商业银行股份有限公司传流店支行,樊学俊,0376-5566392,潢川县传流店乡
信阳市郊区邮政局物流营业部展示厅,余国成,0376-3778438,信阳市平桥区人民路
信阳市平桥区书忠蔬菜种植专业合作社,王书忠,13939733761,平桥区肖店乡元庄村上元组
淮滨县黄凯种植养殖专业合作社,黄永红,15003971946,河南省信阳市淮滨县固城乡黄岗村朱东一组
信阳凯歌电子商务有限公司,徐凯,15188558681,信阳市浉河区民权路万家灯火12栋A单元1602号
潢川县英杰建筑劳务有限公司,周英杰,13723116667,潢川县春申办事处五里村
河南淮滨农村商业银行股份有限公司北庙支行,罗坤,0376-7799727,淮滨县北庙乡街
河南省商城县恒泰再生资源有限公司,刘长华,0376-7952177,商城县鲇鱼山路
信阳碧水环保科技有限公司,韦万根,0376-3782152,信阳市平桥区平桥大道112号
河南省肆零零通信科技有限公司,占祥炎,18603765356,信阳市羊山新区印象欧洲27幢3单元606号
息县顺发种植专业合作社,李新华,13623973736,息县小茴店镇刘孙庄村
淮滨县佳怡花木有限公司,郑坤,13782918666,栏杆镇梓树村
信阳天邦化工有限公司,汤冰,0376-6387029,信阳市107国道西侧茗阳天下202幢一层107号
淮滨县王店乡丰林种植专业合作社,周杰,13419983929,王店乡吴楼村
中国联合网络通信有限公司平桥区分公司明港大世界营业厅,叶伟,0376-6612105,信阳市平桥区明港镇107线东侧商业大世界
信阳市恒瑞农林有限公司,张恒瑞,0376-6257796,信阳市浉河区董家河镇陈湾村
信阳市美东臣百货有限公司,马昌昌,13903768418,信阳市浉河区新天地小区1号楼2910室
信阳市申隆供水设备有限公司,徐雪梅,13837639559,信阳市平桥区平西路财政局楼下
信阳假日旅行社有限责任公司中山南路门市部,吴加红,15938202102,信阳市浉河区中山南路三发3号楼1、2层14号营业房
潢川县居然之家家居建材有限公司,陶兴国,18037607766,潢川县产业集聚区8号
固始县国人家政有限公司,陈斌,0376-4998901,固始县蓼城大道秀水商业街七号楼
固始县新军新能源开发有限公司,马新军,13462051933,河南省固始县丰港乡新桥村新桥组
信阳市长乐酒业有限责任公司,王萍,18637601018,信阳市浉河区建设路柳堤春晓2号楼109号
固始县方集供销社中心二柜组,李玉红,18337604988,固始县方集街道
信阳市佳和房地产经纪有限责任公司第一分公司,何文耀,0376-8193996,河南省信阳市浉河区新建街三栋一号
息县华联超市有限责任公司生活广场,李杰,15137633659,息县城关谯楼西街(谯和苑)
罗山县广源农业种植有限公司,包久珍,15837688830,罗山县城关北街二里湾财政局家属院
慧农息县,和保建,18737667887,息县项店镇李店村
信阳市平桥区肖王农村信用合作社,黄彬诗,0376-3873319,平桥区肖王乡镇
河南信锐医药有限公司信阳市诚信大药房,管学军,0376-3210755,河南省信阳市浉河区胜利南路K区1号楼1.2层4号门面房
霍邱县煤山建材销售有限公司固始分公司,张斌,13526090666,河南省固始县秀水街道办事处五里社区
信阳市上天梯湘豫楼餐饮有限公司,吴少敏,13837686168,信阳市上天梯商业步行街
中央储备粮潢川直属库调运服务中心,芦继国,0376-3111769,潢川直属库院内
淮滨县邓湾粮管所,简海峰,0376-6077008,邓湾乡
武汉科发水电设备工程有限公司信阳分公司,蔡书宏,13409635748,信阳市湖东区五星六组
信阳市鸡公山管理区欣欣向荣旅游服务有限公司,张玉山,13803760943,信阳市鸡公山管理区李家寨镇波尔登公园
信阳市南湾灌区机电修配厂,顾崇园,0376-3881688,平桥区五里镇信潢公路边
新县新集供销社飞跃商店,严广跃,13939751519,河南新县城关朝阳门
固始申通快递服务有限公司工业园区营业厅,王树春,0376-6169165,河南省固始县蓼北路西段工业园区商住楼
息县农村信用合作联社东郊信用社,张殿春,0376-5951659,城关淮河路中段
信阳市平桥区长台关供销社批发部,鲍明亮,0376-3869447,信阳市平桥区长台关街
息县农村信用合作联社北桥信用社,李兵,0376-5893088,息县北环路南侧(众鑫时代广场对面)。
河南创达建设工程管理有限公司信阳分公司,袁恩银,0376-8788068,光山县城紫水大道东(司法局房产)
河南息县国家粮食储备库白土店分库,汪建,13937630880,息县白土店乡街村
息县彭店供销社第十八门市部,刘桂锋,13937671609,息县彭店乡郑庄村
广州南方测绘仪器有限公司信阳分公司,缪小林,0376-6781365,信阳市湖东大道(贸易广场西部)
农化信阳市平桥区兴,刘文宏,0376-3873441,肖王乡草店组
商城县金晖门业,卢良玉,0376-7860866,商城县黄柏山路
信阳市浉河区东关名剪坊,张永成,15237638038,浉河区东关社会路门面房
固始县畅畅通讯一分店,方畅,15565570000,固始县城关镇隆兴街中段
信阳市明港鸿雁化妆品店,凡宏,13507606425,信阳市明港商贸城
商城县罗辉爱家毯饰,罗辉,13782966889,商城县城关崇福大道中段
罗山县铁铺镇兴和家庭农场,何大鹏,15978531994,罗山县铁铺镇何冲村竹冲组
光山县德润环保科技,程书念,15537633568,光山县官渡河产业集聚区万兴实业院内
固始县草庙乡双喜家具店,常道元,13683767166,草庙乡街道老街
平桥区乐家服饰经营部,吴吉杰,18903767158,平桥区中心大道亚兴购物广场门面房
信阳市浉河区中都门窗加工部,靳亮亮,18203769126,中都沁园门面房
信阳市平桥区中州通讯一部,李宏,13033772229,平桥区人民路国税局楼下
信阳市平桥区邢集镇液化气供应站,刘勇,13837668631,平桥区邢集镇十字路口东20米
固始县鸿信名酒行,张勇胜,13803763869,城关镇中山大街
信阳市平桥区大众浴池,吴传军,13693972177,平桥区平西路
淮滨县新里镇鑫凯悦饭店,李可桥,13623767551,淮滨县新里镇街道
