店铺名称,联系电话,地址
无名缘米粉,15027868588,
骨里香烧鸡,13603287381,
山水泉城,0312-6369999,
戏朋饭店,13733328133,
海涛菜馆,18733858880,
旋转火锅店,18233483440,
汉釜宫韩式烤肉,0312-6051888,
诚信商厦,0312-8620785,
海涛发艺,13833031200,
安然纳米汗蒸,13785280304/15633254000,
阿伟造型,0312-6222288,
尚度造型,15188638844,
百乐超市,18606650400,
名流名美发,15128992205,
薏华立体养生会所,15931275123,
花样鲜花,13663122533,
蕙兰艺术,13731669307,
琪雅美容健康,0312-6355229,
亮艺玻璃艺术空间,13932276946,
109温泉,0312-6109109,
宝藏羊绒制品厂,0312-6561533,
纤纤玉指美甲,13400443399,
岸上人家火锅,0312-6508976,
信誉楼商厦,0312-5399199,
中国联通(林堡营业厅),0312-6520808,
炝锅鱼,15032253322,
辣有道麻辣香锅,15931879606,
品味轩,13932285720,
巴蜀鱼庄,15100492277,
瞳美麻辣香锅,13730222988,
杜府烧鸡,13733396317,
97号面吧,18132122250,
苏菲雅高端婚纱摄影,0312-6566638/15930709828,
虎子驴肉城,15932256332,
胖师傅大油条,13582267038,
阿强护肤造型,13315252518,
房子火烧馆,1373121000,
爱情魔发师,13785288500,
麦特快餐厅,15830844445,
重庆鸡公煲,15933555955,
老味道灶台院,15632280888,
八百里烧烤(育才店),18903120383,
万家福水饺,15632237007,
黄焖鸡米饭,0312-6238646/13473244039,
驴肉火烧,17732270279,
食为天酱肘子火烧,15533215510,
安徽正宗牛肉板面,15933978139,
海味包子屋,0312-6333877,
酱肉火烧羊汤馆,18632290159,
过桥米线(诚信二店),15127262132,
周记黄焖鸡米饭,13832276990,
红星饭店,13503369552,
张记面馆,13582069968,
晋老头,17732249163,
天顺德涮肉,0312-6575777,
大理寺过桥米线蠡县旗舰店,15100295333,
川东鱼庄,15033290615,
白运章包子羊汤馆,13091218693,
蠡县洁安汽车装具门市部,13100632100,
华莱士(蠡县二店),0312-6227295,
天府美食,15175371769,
食悦美食广场,0312-6221828,
藤艺老北京挂炉烤鸭,15230487010,
川味名优饭店,15175223917,
马小妞韩式炸鸡饭,15033817689,
罐粥人家饭店,15176308555,
宋记牛肉板面,15076428456,
春风酒店,13833098258,
皇冠蛋糕房,15081203497,
杭州小笼包,15512217017,
四川饭店,0312-6339751,
好味道特色菜馆,18932699866,
芳草缘,13582218668,
老玉昌饺子王,13102912288,
农家院灶台鱼,0312-6231606,
叁福园饺子宴,0312-6258889,
印象成都,13403229795,
吉林烧烤鸽天下,0312-6235333,
重庆灶王爷串串香火锅,15230442444,
周记烧烤,15033123555,
迷宗菜,0312-6226267/15097455589,
赵家食府,13930880497,
百东绿之源生态园,0312-6581999,
小酒馆,13754522666,
胖子和瘦子披萨店,15831282444/0312-6229910,
胖老五烧烤店,13832222781,
火尚居·秘制火锅鸡,15033703360,
老潼关肉夹馍(信誉楼店),17749886669,
福顺楼香辣虾,13930896080,
大官人铜锅涮,13832252667,
盛世华兴医药连锁蠡县百东分公司," <span class=""item"" itemprop=""tel"">0312-6217122</span> ",
健康大药房," <span class=""item"" itemprop=""tel"">0312-6239582</span> ",
施华洛潮流婚纱摄影片场,0312-6585678,
万春大药房," <span class=""item"" itemprop=""tel"">0312-6226120</span> ",
库记凉皮坊,13930864520,
东北老张饭店,13932275718,
一家亲饺子馆,15175396980,
留史水饺城,13733362294,
优优鲜奶吧,0312-7486778,
晋美食削面坊,15369258353,
淮南牛肉汤,13932272447,
鑫驰饺子馆,17065336888,
街边小面,15512275009,
老潼关肉夹馍,13930239900,
曹状元烧饼,13785431869,
兴隆酒家,0312-6335621,
信誉云南过桥米线,17073209176,
孔老二烀羊肉,13730178456,
胡村全羊馆,13722212273,
白运章风味包子铺,15933481265,
兴北饭店,15832293599,
东东胖仔米线(信誉楼店),13733393993,
小不点包子店,13733326100,
黑子驴肉,15232289000,
农家灶台院,15075226582,
百度饮品,18733236296,
三秦味道面馆,18132391836,
羽翔俱乐部,0312-8755888,
虎子驴肉城总店,13733387882,
尚鲜小厨饺子坊,15128995593/13731051751,
鱼特工微锅时代,13722290482,
蠡县中学居民小区,0312-8755696,
包一品鲜汁汤包,15931231887,
新大陆烫染店,15933556166,
正宗郏县饸硌面,15176246660,
冰城外婆铁锅焖面,15128998100,
香辣虾,13731676324,
巴适香辣虾,15231220058,
五月鲜花,13784988835,
冯记羊汤馆,13582089390,
麦德基,13323221301,
香源全羊宴,15931790888,
农家羊肉馆,15033272513,
天府鱼庄,13731275833,
德春禧家文化自助水饺,13165570668,
河北紫薇山制药有限责任公司,0312-6169100,
新村蔬果超市,13932265861,
蠡县生态公园,18132222899,
天天鲜蔬果,0312-6213355,
来来永和豆浆,13463226588,
川香园,18833217773,
朝鲜酒家,13831279393,
中国联通,0312-6508079/0312-8212540,
安徽正宗牛肉板面,18348502872,
杨记腰花,0312-2286555,
兰州正宗牛肉拉面,13080167847,
黄焖鸡米饭,15231960079,
驴肉火烧豆腐脑,15630205238,
羊肉馆,0312-6166646,
三国水煮鱼,15830895140,
重庆小面,13933248886,
长吃乐餐厅,15097788688,
奶奶传手工水饺,15833856278,
画宝刚烧鸡,15076268139,
面馆,13100624567,
小魏肉夹馍,13673129853,
张彩会胖大嫂手擀麻辣面,13631884622,
川府鱼庄,13733329324,
江苏菜馆,13603227985,
俊坡烧烤,15133295966,
蕴福园,15030246513,
山东菜馆,0312-6212999,
财达证券,0312-6566842,
乐美家超市(蠡县分店),0312-6217168,
吴老二活鱼,13722296109,
福记小笼包,18301528186,
老柴削面坊,13582210281,
蒸饺饸饹面馆,18633210362,
润华饭店,13103323555,
王记麻辣筋骨棒,17332128898,
状元楼批发超市,13613222204,
保定土桥柴沟堡熏肉(蠡县店),15630259690,
郑家肉铺,13663225107,
大众饭店,0312-6086196/13932265096,
驴肉火烧羊汤大饼,18331089837,
鲜煮艺小火锅,13501052235,
艾菲露美容养生会所,15075231236,
欣兰美容美体养生馆,15830903008,
美丽无限美容美体养生,15930709797,
麦吉烘焙坊,15081233999,
河间穆斯林涮羊肉,15076251323,
虞美人美容院,15075289788,
绿竹竹罐减肥,15127257222,
有家美容院,13373224646,
虹羽美容纹绣,13831219883,
尊颜国际美容养生会所,13303023023,
施妤美容养生馆,18830246883,
名媛女子养生馆,15130228891,
新概念美发沙龙(蠡县店),15233719269,
板面饸饹(东环店),17713238044,
梵朵美容养生会所,18832261902,
倍健大药房," <span class=""item"" itemprop=""tel"">0312-6222916</span> <span class=""item"" itemprop=""tel"">0312-6215493</span> ",
im理发师,15176240608,
美雅美容养生会馆,13780222252,
纤纤瘦美容瘦身,15373912859,
广源瘦身(蠡县总店),13400123462,
雅斯莱寇专业女子减肥,15230455529,
利明雪莲女子减肥院,13932281686,
爱心301科学护肤体验中心,18610792609,
山虎汽车修理厂,13102905387,
型美专业瘦身会所,13785272600,
雪娇郅美养生会馆,15933075879,
杨国福麻辣烫(留史店),15633238982,
重庆小胡子麻辣烫,13473202555,
老友记火锅大排档,13483271234,
河北易得科技推广中心,13722247007,
河北范蠡旅行社,0312-6230766/15930718800,
百车行修理厂,15033273222,
永明眼镜,15803322529,
莱婷时尚护肤中心,15175268254,
小脚丫儿童摄影会馆,15930731088,
尚美养生馆,15544959668,
完美美容养生会馆,13231260606,
慧源理疗养生会所,13703367687,
天赐美人韩式半永久定妆,13733322058,
娇妍国际美容美体养生会馆,15188791169,
杨国福麻辣烫(诚信店),15833776442,
特别特发艺,15603292979,
麻辣香锅,18134028385,
御香七品焖锅,0312-6216789,
蠡县嘉和国际影城,0312-6232000,
神炭烧烤韩式烤肉,13400332285,
根虎文化用品经营部,13932266589,
爱心美业,13231218373,
恒海贷款公司,0312-6529888,
好乃乌防脱生发(蠡县店),13191666525,
东方铭景,0312-8622225,
杰鹏汽修厂,15930477500/15131274086,
车美美—(万安店),13880108859,
文墨刺客纹身馆,18630283537,
全羊馆烧烤海鲜大排档,13472282777/15176255123,
奇味饭店,13932225777,
味思特糕点,0312-6501289,
盼客乐汉堡,13400351514,
东方名剪,0312-6220008,
一品皇朝面吧,13100666883,
温州精剪,15732268696,
贝克汉堡,17310266959,
皓轩酒店,0312-6560001,
蠡县中医院," <span class=""item"" itemprop=""tel"">0312-6217516</span> ",
来一锅涮肉,13722953123,
咕噜鱼爱辣屋,0312-6699185,
阅食悦美,18733280810,
乐堡士,13831216915,
好滋味(永盛店),15027870701,
新天地日化购物广场,0312-6223255,
蠡县青少年活动中心,0312-6505066,
楚雄真烟名酒,0312-8755509/13582055038,
中国银行ATM(蠡县支行网点),0312-6230386,
老三汽修空调电路电喷,13730171773,
亚磊皮化,0312-6333375,
大众烟酒 超市,0312-6502280,
祥云烟酒,13013255258,
河北移动流量特价秒充,15232271004,
鑫源快餐,15028252777,
乐百邻便利店,0312-6229102,
保尔福车品,13131278777,
保蠡鞋城,0312-6224697,
重庆小面,15632275810,
紫薇星(蠡县专卖店),13731270576,
巧厨娘凉皮坊,18617752220,
隆源批发部,0312-6337299,
盛宏百货,0312-6210635,
中国邮政储蓄银行(永盛大街营业所),0312-6210012,
赵四烧鸡,13273229528,
良子烧烤,15931287980,
贺杰家电,0312-6212123,
中国石化蠡县石油公司第3加油站,0312-6268759,
绿都美容购物中心,15188763398,
金诺通讯,0312-6355399,
云兰针车世界,0312-6256815,
非凡十元小火锅,15830221075,
好客齐鲁黄焖鸡米饭,15175320122,
长瑞鲜奶吧,13785252528,
汉食房涮烤店,15933322678,
农场农夫烤鸡,15205776368,
留史重庆鸡公煲,15931817829,
食香阁金牌炸鸡饭,13731484591,
可爱の洋服(蠡吾南大街店),0312-6216226,
安徽名吃牛肉板面,13400390076,
九九鸭脖,15716923153/15830925505,
范蠡综合批发部,0312-6336757,
彦良酒家,17332292886,
黄骅小海鲜,13930213386,
兴周手工剁馅水饺,13070571870,
宏兴铁艺不锈钢,15933328861,
安顺汽贸,0312-6222256,
球子驴肉,18632287095,
冰乐士,15232259100,
德克士,13833093202,
尚品宴,13473212777,
烤天下,13103327369,
顺发百货,0312-6218582/13833251586,
伊函网络科技有限公司,13613223856,
老房子,15613276782,
兰州正宗牛肉拉面,15712505473,
福仁堂大药房," <span class=""item"" itemprop=""tel"">0312-6333788</span> ",
楚氏饸饹馆,13102950001,
福筷子水饺,13733385055,
中国建设银行自助银行,0312-6210926,
三姑老婆饺子家常菜,13292910398,
宜兴烟酒,0312-8755266,
麦得旺(蠡吾店),0312-7486866,
5.5元休闲食品,15033261886,
包一品(南关店),18730208969,
家乐水饺,13931265210,
汽车站,0312-6228878,
尚鲜饺子坊,13483772000,
天姿美发,15032296545,
祥和饭莊,13785256280,
小红门,18832263730,
贵州风味小吃,13903369166,
鼎剪发型设计会所,13722267077,
一品肉夹馍,15512780244,
佳和水饺,13603324850,
河北移动(蠡县分公司),0312-4444444,
河间火烧大碗饸饹,13582674712,
家常菜馆,13832236236,
五味蒸饺,0312-8322272,
绒毛新城,0312-6563888,
胖大嫂麻辣手擀面,13303023100,
中国人寿保险(蠡县支公司),0312-6219883,
面品缘,15720056339,
美尚发艺,13131287270,
丽雅美容纹绣,15175282831,
百嘉超市,13833059988,
东方美发,15076342099,
炖香阁,13100629100,
华兴大药房(第51分公司)," <span class=""item"" itemprop=""tel"">0312-6217155</span> ",
亚华批发部,13472296800,
美格造型,15100280104,
艺林音像电子城,0312-6217527,
金泰印务,13833062305/15175276686,
小坤发艺,13011408666,
清雅美丝美发沙龙,15533206771,
蠡县杨南丙彦针织厂,0312-6513306,
虞美人,13623126010,
优尚美容美发,18632257331,
中国电信蠡县广场营业厅,0312-5395010,
东大家电,0312-6566880,
蠡县荆邱恒鑫电脑,13613329790,
羊绒纱,13070580101,
温泉汽车之家美容中心,15230289068,
小彩东方名剪,13292903676,
重型汽车修理厂,15930744915,
玉玲珑色彩店,15032226798,
贺彩养发,13313322865,
九龙轴承,0312-6256285,
家家乐超市(洪善堡店),0312-6050142,
伊人发艺,13472228054,
易学商贸有限公司,13931225864,
茂祥文体商城,0312-8755589,
沸点造型,15632271992,
雅琳娜日化纹绣店,15130330916,
海涛发艺全国连锁机构(蠡县店),0312-6215333,
名流美容美发养生馆,13803265279,
超艺造型,15930738377,
东泰印象,0312-6208888,
中国联通,0312-6200007,
贝妍坊女子美容养生会所,18132394555,
诚信大药房," <span class=""item"" itemprop=""tel"">0312-6238328</span> ",
名都理发工具,15933790682,
所心发艺,18230127858,
风采美业(东环店),13472280001,
立新家电商场,0312-6222280,
名丝发艺,13903320650,
琪雅美容美发,15030232293,
东方名剪海洋,15831210875,
a·bin沙宣金剪,13833066633,
审美造型,13273221220,
巨源汽贸,0312-6505040,
宝丰花式纱线,13303124982/13303124988,
福地家园小区,0312-6078666,
中国电信营业厅,13582057358,
麦啃基,15383228882,
阿明发艺,0312-6338777,
顶尖时尚,0312-8328221,
鑫盛隆汽车装饰用品厂,15369210632,
阿飞发型工作室,15933777309,
云仙美容美发,13582055833,
北方发艺,13731214316,
蓝天旅行社,13722967885,
新世纪理发,15833856408,
中国人民人寿保险股份有限公司(蠡县支公司),0312-6210057,
丽媛·时尚,15033122703,
风采美业(蠡县店),15075230298,
拾月氧吧美容会馆,18875721200,
美尚纤体养生馆,15383092288,
荔枝村(临泉店),0319-7162000/13031910016,
美缔可美容美体,18331916460,
自然美SPA生活馆,13313399965,
百莲凯SPA养生会所,15350860623,
上海纤瘦减肥(赵庄店),15127962882,
金佳丽,18931919469,
创典,18631951612,
香兰阁养生美容会所,15203198688,
盼盼美容,15833698078,
灵兰天媛全息美容养生会馆,15630981169,
新生活美容养生,15175470216,
云湖假日酒店,0319-7092100,
大胖涮锅(临城店),0319-7168669,
好运来蛋糕世界(二商场店),0319-7186378/13303190278,
南粉北面(临城店),0319-7187186,
好斯顿烤肉自助美食汇(临城店),0319-7166588,
谷养元粥铺,15175908917,
美连美生日蛋糕,18831910732,
乐多士艺术蛋糕,0319-3706758/13292104778,
好运来蛋糕世界(亿源超市店),0319-7189198,
如意农家院,18731900903,
爱满屋蛋糕坊,17531975657/15226885510,
麦香源cake,0319-7166900,
东北地锅炖大鹅,17732856375,
珍品三汁焖锅,0319-7018106,
S美基地,15132969895,
月星发屋,15030942917,
绿岭薄皮核桃(临城店),0319-7188880,
迪特国际商务中心,0319-7089999,
香满楼饭店,0319-7105801,
小白楼酒店,0319-7098854,
侯氏涮园全国连锁(临城店),0319-7185666,
艺林酒楼,15531936198,
爱辣啵啵鱼(临城店),15227713019,
临城土菜馆,0319-7165558,
西塘鱼庄,0319-7166188,
乐堡士(临城店),0319-7168802,
崆山白云洞,0319-7098688/0319-7185378,
吉果果,18732957073,
小西天饭店,13932917213,
仙味居麻辣香锅,0319-7080657/13393197676,
第1佳大鸡排(临城店),18831912299,
御足堂,0319-7085689/17731905480,
拔丝蛋糕,15833218789,
巴特包子馆,13930993108,
Top 披萨,18332262663,
老字号手工面,18731988083,
马记铁锅焖面,18832953022,
金手指造型,18833448636,
东尼造型,15631907392,
秀丝专业烫染,15717676432,
新潮发艺,13313095533,
飘逸艺术造型空间,13731596180,
361度(文化街店),15632973655,
顽石美发沙龙,15731933238,
发源地专业美发烫染机构,13131911030,
汇贤饭店,0319-7181018,
盖饭王,15226824210,
岐山湖景区,0319-7096666,
秀丝顿植物养发馆,15933190849,
福满楼木火铁锅炖,0319-7181518,
生煎包子馆,13730138458,
高先生外带寿司,18713909256,
鲁西肥牛,13503198501,
巴齐菌汤火锅,0319-7181333,
申记啤酒鸭,15227636680,
金临福饭店,0319-7167590,
巨有味土豆粉,15303190573,
阳光永和豆浆(临城店),0319-7161876,
倍味鲜麻辣香锅,15094466678,
胖妮砂锅土豆粉,15175103199,
爱乐士(临城店),0319-7169868,
锅魁酸辣粉,18731912667,
老六羊汤馆,0319-7187979,
不上火的干锅,18131999929,
重庆小面(临城店),13273460104,
老村口黄焖鸡米饭,0319-7180068,
临城县临城镇九珍鸡店,13102563276,
禅心瑜伽,15861509400,
新天地服装超市,0319-7183838,
临城县影剧院,0319-7182299,
亿源财富广场,0319-7165288,
西利亚修眉盘发化妆,15030938663,
临城县瀚科电脑门市,13613195173,
C+健身俱乐部,13383391042,
绿岭市外桃源,0319-7128999,
丰乐园,0319-7010666,
佳印文印社,13673190662,
好邻居超市,18932958806,
临城县全通电脑经销门市,0319-7187828/15530996610,
金地城,0319-7166733,
合其客鲜奶吧(临城店),18713919169,
Semir,13833901696,
华艺广告,13731596199,
碧春茶庄,15131951869,
京鹏现代销量旗舰店.全国服务店,0319-3215896,
四季鲜奶吧旗舰店,13013290404,
合家欢酒店,13403290089,
派乐汉堡(临城店),17631816029,
正旺鸡排(临城店),13730556391,
四海手擀面,13102598985,
康泉水业,13785909236,
火香楼熟食,13223295886,
如意土豆粉,18903290122,
大馅水饺,13784949183,
小寨程博烧烤,13700397204,
战友情酒店,0319-7182555,
麻辣外婆(临城店),13315917007,
双鸽冷鲜肉,13722939238,
兴临配货站,15630917628,
中国工商银行(邢台临城支行),0319-7198286,
临城文化街联想专卖店,0319-7165510/0319-718100,
赵庄信用社,0319-7051368,
中国电信(临泉路营业厅),0319-5374189,
安康旅行社,0319-7186000,
爱发型美容美发,18632959316,
美生堂纹绣美发,15532951678,
洛可可发艺沙龙,15094471393,
艺剪坊,13513291253,
晓锋理发店,13131971122,
头道汤再生发养发瑜伽会所,13290599119,
